movieCd,rating
20160644,8.11
20160645,
20160681,6.47
20160703,8.43
20160741,4.0
20160743,9.67
20160746,
20160761,
20160781,8.1
20160821,7.53
20160841,7.91
20160862,
20160864,
20160871,6.47
20160876,
20160881,8.48
20160941,4.15
20160942,9.27
20161021,
20161081,
20161082,
20161083,1.0
20161084,7.96
20161085,0.0
20161141,7.41
20161162,5.91
20161165,8.47
20161167,
20161188,
20161201,8.47
20161221,
20161286,8.2
20161287,7.47
20161304,8.17
20161323,
20161342,6.18
20161364,7.85
20161366,8.32
20161382,8.52
20161383,7.64
20161407,6.77
20161461,8.67
20161462,7.78
20161468,7.08
20161481,5.28
20161502,7.9
20161524,8.7
20161527,8.5
20161561,7.7
20161566,7.61
20161568,6.59
20161569,
20161583,6.51
20161584,3.82
20161587,
20161588,
20161589,
20161594,8.35
20161598,9.05
20161603,
20161604,
20161605,6.11
20161630,8.04
20161662,7.02
20161665,8.58
20161681,4.96
20161692,0.0
20161694,
20161695,
20161696,
20161697,
20161698,
20161701,9.04
20161703,
20161715,
20161716,
20161721,7.98
20161722,8.41
20161723,8.24
20161724,
20161725,
20161726,7.71
20161744,
20161745,5.55
20161761,6.06
20161762,7.5
20161763,9.26
20161781,8.57
20161783,5.0
20161784,
20161785,0.0
20161788,8.31
20161789,8.02
20161790,8.37
20161791,6.84
20161796,
20161799,
20161801,
20161805,8.77
20161806,7.28
20161821,7.07
20161827,9.06
20161842,8.9
20161843,7.16
20161870,8.83
20161872,8.75
20161881,
20161905,7.35
20161907,
20161910,
20161911,5.17
20161921,7.11
20161922,6.45
20161923,7.59
20161941,9.2
20161961,7.06
20161964,9.02
20161968,7.45
20161971,6.21
20161974,8.04
20161976,6.89
20161977,
20161979,8.01
20162001,5.05
20162002,8.98
20162004,4.27
20162005,6.17
20162009,4.93
20162021,7.24
20162022,
20162024,6.93
20162025,8.96
20162026,
20162042,
20162052,
20162053,
20162054,
20162055,0.0
20162063,6.08
20162065,7.56
20162071,
20162073,
20162074,7.0
20162101,8.07
20162109,8.07
20162121,
20162122,
20162140,0.0
20162145,6.97
20162147,8.58
20162161,6.28
20162181,7.58
20162183,8.74
20162201,8.4
20162205,4.38
20162206,8.11
20162207,6.22
20162221,
20162222,
20162225,
20162226,
20162227,
20162242,7.17
20162244,8.61
20162245,8.59
20162246,
20162283,6.52
20162293,0.0
20162299,7.6
20162300,7.95
20162321,
20162343,
20162361,8.15
20162365,9.55
20162381,9.18
20162382,8.95
20162404,7.4
20162421,8.0
20162424,0.0
20162431,8.59
20162432,7.0
20162442,8.3
20162461,
20162467,
20162468,
20162481,
20162484,
20162485,
20162487,0.0
20162496,6.17
20162499,
20162501,
20162503,5.11
20162504,8.59
20162512,
20162521,5.96
20162526,
20162541,
20162542,
20162545,8.67
20162546,5.05
20162564,5.74
20162565,8.13
20162568,8.16
20162569,9.2
20162572,6.38
20162581,5.04
20162585,6.49
20162607,6.87
20162608,8.97
20162609,5.06
20162621,5.57
20162627,7.3
20162628,7.0
20162629,8.9
20162661,
20162662,6.91
20162681,8.02
20162684,8.63
20162701,5.74
20162704,0.0
20162721,5.35
20162722,
20162727,
20162741,
20162762,7.07
20162765,7.0
20162787,7.54
20162829,6.35
20162844,
20162846,5.88
20162852,3.39
20162869,9.04
20162871,7.39
20162873,8.52
20162875,
20162880,
20162881,7.27
20162885,
20162886,0.0
20162902,
20162924,6.45
20162925,
20162926,9.03
20162927,9.75
20162928,7.53
20162941,
20162962,
20162963,
20162967,8.44
20162968,8.3
20162969,9.07
20162970,8.37
20162971,7.21
20162972,8.8
20162979,9.48
20162982,6.75
20162983,7.29
20162986,8.08
20162995,
20163011,
20163012,
20163013,8.0
20163014,8.46
20163017,8.33
20163018,9.02
20163019,7.94
20163020,7.07
20163041,9.3
20163043,7.91
20163045,7.28
20163049,8.87
20163054,
20163055,
20163057,
20163058,7.86
20163063,10.0
20163081,8.08
20163082,8.38
20163087,9.17
20163098,7.8
20163099,8.33
20163107,8.82
20163121,6.76
20163122,9.0
20163123,
20163124,
20163128,9.33
20163137,8.82
20163152,6.0
20163155,8.1
20163163,6.33
20163164,8.76
20163174,8.0
20163181,8.71
20163182,7.19
20163183,8.45
20163184,
20163185,
20163186,7.46
20163189,8.61
20163194,6.96
20163195,7.79
20163196,8.24
20163199,4.73
20163200,9.13
20163201,8.32
20163202,7.96
20163215,8.49
20163216,5.0
20163217,7.37
20163218,
20163220,6.45
20163251,6.79
20163258,
20163285,9.44
20163294,7.92
20163305,5.64
20163314,8.33
20163319,1.0
20163321,7.48
20163322,9.22
20163323,
20163343,
20163350,6.84
20163352,7.47
20163361,8.51
20163364,10.0
20163365,
20163366,9.0
20163367,
20163373,0.0
20163374,8.27
20163411,9.01
20163441,
20163443,
20163444,2.8
20163464,8.65
20163521,9.0
20163522,
20163523,4.18
20163577,
20163580,
20163603,8.93
20163661,7.65
20163665,4.38
20163669,
20163701,
20163702,7.72
20163703,6.78
20163721,6.44
20163743,8.0
20163747,
20163748,8.0
20163761,7.14
20163765,6.5
20163784,10.0
20163803,8.57
20163804,0.0
20163822,6.06
20163823,0.0
20163824,9.18
20163841,8.18
20163842,7.26
20163845,8.73
20163854,8.01
20163856,8.55
20163871,
20163878,
20163881,
20163884,8.73
20163887,8.06
20163903,8.0
20163906,9.01
20163961,8.54
20163962,6.77
20163963,6.13
20163965,
20163981,8.9
20163990,
20163995,
20164001,
20164002,
20164021,
20164041,8.09
20164048,
20164062,
20164064,
20164094,7.35
20164105,
20164125,
20164127,
20164129,
20164130,
20164133,
20164134,
20164140,
20164145,
20164156,
20164158,8.61
20164160,8.52
20164162,
20164169,
20164171,
20164172,
20164173,2.38
20164174,6.51
20164198,0.0
20164203,0.0
20164204,
20164281,7.42
20164303,2.43
20164304,9.4
20164321,0.0
20164322,8.9
20164323,
20164381,
20164382,
20164383,
20164384,
20164387,7.17
20164388,
20164389,9.06
20164390,
20164403,
20164404,3.96
20164421,7.09
20164424,6.9
20164461,
20164481,
20164485,
20164501,8.45
20164503,8.0
20164521,8.37
20164526,8.11
20164527,6.53
20164541,4.13
20164582,
20164621,8.29
20164626,
20164641,7.54
20164642,
20164643,
20164645,
20164646,
20164649,
20164662,7.74
20164721,8.79
20164741,5.26
20164746,
20164747,7.36
20164765,8.5
20164825,7.44
20164826,6.08
20164829,8.45
20164844,6.24
20164845,7.54
20164852,8.8
20164854,7.3
20164855,7.47
20164857,
20164859,
20164873,
20164874,
20164888,
20164926,
20164927,
20164928,8.14
20164941,0.0
20164942,
20164943,
20164947,
20164948,
20164951,9.5
20164961,6.23
20164981,3.73
20165001,7.97
20165041,
20165042,
20165045,
20165061,5.82
20165062,
20165066,
20165068,
20165069,
20165071,
20165072,
20165074,
20165075,
20165076,
20165126,
20165130,8.13
20165141,7.97
20165144,
20165152,4.82
20165153,8.56
20165201,8.09
20165203,6.41
20165231,
20165261,
20165263,
20165281,7.99
20165284,5.92
20165285,9.02
20165287,
20165322,
20165344,6.35
20165367,4.9
20165371,6.03
20165375,
20165381,2.59
20165401,8.32
20165423,3.0
20165441,
20165443,
20165444,3.87
20165450,
20165463,
20165464,
20165502,5.99
20165504,0.0
20165521,7.67
20165524,4.2
20165543,9.01
20165561,
20165562,8.07
20165622,0.0
20165662,4.67
20165723,6.89
20165724,
20165745,
20165746,
20165748,7.62
20165785,
20165801,8.18
20165822,7.91
20165843,8.74
20165861,4.58
20165862,4.55
20165901,9.4
20165925,
20165927,8.06
20165941,
20165961,8.72
20165972,0.0
20165981,7.8
20166023,7.57
20166041,4.75
20166077,
20166083,6.11
20166101,
20166127,
20166128,6.4
20166130,6.61
20166132,8.71
20166146,
20166163,7.0
20166165,8.67
20166168,0.0
20166172,7.82
20166241,
20166261,7.14
20166322,
20166323,
20166361,
20166362,7.18
20166363,7.14
20166384,7.06
20166401,8.17
20166403,7.25
20166421,8.5
20166422,7.75
20166441,6.18
20166462,4.75
20166464,0.0
20166468,
20166488,
20166520,
20166541,
20166542,0.0
20166543,
20166544,0.0
20166546,4.11
20166602,6.82
20166664,7.57
20166665,
20166707,7.1
20166721,7.51
20166761,5.71
20166762,
20166783,
20166826,5.22
20166845,0.0
20166882,5.39
20166901,
20166903,1.0
20166909,8.48
20166912,
20166967,6.29
20167005,4.99
20167007,6.01
20167041,
20167082,
20167102,
20167127,
20167148,8.06
20167150,6.54
20167154,8.62
20167155,6.0
20167159,7.6
20167181,
20167185,
20167203,8.94
20167245,8.0
20167261,6.6
20167281,6.69
20167284,
20167285,8.83
20167286,
20167301,
20167303,
20167324,9.17
20167362,7.24
20167363,9.35
20167364,9.3
20167481,
20167541,
20167542,
20167562,
20167563,8.29
20167567,8.67
20167628,8.71
20167635,8.33
20167642,9.0
20167643,0.0
20167644,
20167645,8.73
20167661,9.5
20167689,0.0
20167713,
20167716,
20167719,
20167723,0.0
20167802,
20167821,8.74
20167829,8.0
20167839,8.26
20167843,5.53
20167861,9.0
20167862,
20167864,
20167867,7.53
20167885,
20167901,
20167902,7.95
20167903,6.65
20167904,8.59
20167905,5.97
20167906,8.24
20167922,9.21
20167968,
20167982,
20167986,
20168021,8.54
20168041,
20168083,
20168085,
20168086,
20168087,
20168088,
20168089,
20168090,
20168104,
20168125,2.0
20168126,1.33
20168146,6.34
20168148,4.08
20168149,
20168154,
20168161,
20168182,7.69
20168183,7.76
20168201,4.87
20168221,7.57
20168232,8.0
20168233,10.0
20168237,
20168241,7.05
20168246,
20168250,5.21
20168261,
20168282,7.98
20168323,4.99
20168324,
20168341,0.0
20168342,6.88
20168361,8.54
20168365,8.21
20168366,8.27
20168381,8.86
20168401,7.78
20168446,
20168462,
20168501,
20168523,6.9
20168546,7.54
20168592,9.2
20168593,10.0
20168594,9.04
20168595,6.74
20168609,8.2
20168611,7.61
20168612,4.38
20168624,
20168643,
20168664,
20168667,9.0
20168668,
20168669,8.25
20168684,7.93
20168688,8.38
20168689,
20168710,10.0
20168711,10.0
20168721,7.73
20168722,7.72
20168742,7.74
20168746,5.13
20168747,7.46
20168750,9.02
20168754,6.55
20168764,
20168766,
20168769,
20168773,6.37
20168781,
20168782,7.04
20168807,9.5
20168822,5.86
20168842,8.39
20168863,6.0
20168883,
20168885,8.84
20168891,9.14
20169028,
20169034,
20169105,
20169122,6.39
20169123,
20169126,
20169127,
20169266,
20169269,8.68
20169270,8.18
20169284,9.43
20169348,7.28
20169366,7.65
20169383,
20169425,8.75
20169427,10.0
20169443,8.11
20169463,9.33
20169464,3.41
20169603,5.93
20169643,7.79
20169686,
20169728,9.67
20169730,6.98
20169764,
20169907,
20169986,
20170001,7.25
20170002,
20170003,7.07
20170005,7.31
20170006,8.02
20170017,8.84
20170022,7.33
20170024,
20170025,7.47
20170026,3.75
20170030,
20170032,
20170083,
20170084,
20170085,
20170086,
20170103,
20170104,
20170105,
20170106,
20170107,
20170108,
20170109,
20170110,
20170114,
20170124,
20170163,
20170166,
20170168,
20170169,
20170185,
20170221,
20170241,7.66
20170246,0.0
20170247,8.67
20170263,5.5
20170268,6.84
20170272,
20170301,
20170302,
20170305,5.36
20170307,2.4
20170321,8.43
20170341,7.07
20170342,8.4
20170347,8.84
20170364,8.41
20170365,
20170366,
20170369,
20170381,
20170382,
20170383,
20170384,
20170386,7.5
20170387,8.2
20170389,7.55
20170402,8.34
20170421,9.01
20170422,9.32
20170442,7.39
20170443,6.55
20170444,5.0
20170509,8.92
20170510,
20170511,
20170513,
20170525,6.81
20170526,
20170531,
20170533,
20170561,7.49
20170568,
20170582,
20170586,
20170587,
20170590,9.23
20170602,
20170603,
20170605,
20170607,8.55
20170609,
20170623,7.44
20170624,6.64
20170625,
20170628,8.15
20170642,
20170646,
20170652,
20170653,
20170656,
20170658,
20170669,
20170670,4.91
20170682,8.25
20170688,
20170689,
20170690,7.59
20170722,0.0
20170725,
20170741,
20170761,7.43
20170787,
20170791,
20170827,
20170828,
20170841,8.77
20170861,5.19
20170883,8.36
20170902,9.0
20170921,
20170922,9.0
20170931,8.6
20170932,
20170933,
20170941,
20170942,
20170964,
20170982,8.29
20170983,6.11
20171002,8.32
20171022,8.03
20171024,8.05
20171027,1.0
20171059,6.0
20171062,7.42
20171089,
20171090,7.99
20171105,
20171121,
20171122,
20171141,8.25
20171142,
20171143,
20171164,7.85
20171225,9.5
20171264,10.0
20171265,8.1
20171281,8.41
20171283,
20171312,8.24
20171369,
20171381,
20171384,
20171423,6.79
20171501,
20171522,
20171549,
20171644,8.26
20171661,7.02
20171662,7.78
20171681,7.71
20171688,8.1
20171742,
20171743,
20171762,
20171764,
20171781,
20171801,8.45
20171815,7.42
20171817,8.77
20171818,
20171841,7.95
20171885,8.7
20171909,7.9
20171923,9.18
20171962,8.4
20171986,8.93
20172001,
20172031,
20172035,
20172064,
20172122,7.96
20172124,8.23
20172125,8.37
20172141,
20172142,8.31
20172148,7.87
20172161,9.11
20172163,0.0
20172167,6.44
20172187,
20172201,
20172204,
20172205,
20172222,
20172241,7.63
20172244,5.11
20172262,
20172307,5.84
20172354,10.0
20172381,9.14
20172388,9.16
20172401,5.07
20172403,3.21
20172404,9.26
20172405,9.41
20172424,5.64
20172443,
20172444,8.0
20172445,0.0
20172446,10.0
20172464,10.0
20172469,9.28
20172492,
20172508,8.32
20172509,3.75
20172522,5.14
20172541,8.56
20172585,0.0
20172586,7.33
20172601,8.45
20172602,
20172603,7.27
20172609,
20172625,
20172626,
20172627,8.47
20172641,9.44
20172642,8.86
20172662,4.0
20172682,3.47
20172702,7.7
20172704,
20172706,
20172707,
20172722,
20172725,
20172741,
20172742,
20172757,
20172758,
20172759,
20172767,8.55
20172775,
20172778,
20172802,6.84
20172822,4.71
20172861,7.49
20172863,5.5
20172865,
20172866,6.43
20172883,
20172921,
20172941,
20172942,
20172962,4.88
20172964,5.89
20173001,
20173035,6.9
20173061,8.34
20173091,3.88
20173092,9.21
20173094,
20173095,
20173096,
20173121,
20173181,
20173202,
20173235,
20173264,
20173266,
20173284,
20173286,
20173301,9.18
20173302,9.5
20173321,0.0
20173322,7.0
20173383,9.83
20173384,
20173385,8.65
20173402,
20173403,
20173407,
20173409,8.5
20173423,0.0
20173428,
20173436,8.36
20173444,
20173451,
20173463,
20173481,
20173482,
20173484,
20173494,
20173501,
20173503,
20173504,
20173547,5.3
20173551,6.2
20173561,2.38
20173581,8.16
20173601,8.67
20173612,8.26
20173631,7.52
20173642,7.94
20173661,8.35
20173662,
20173690,
20173693,
20173694,
20173721,8.33
20173724,7.26
20173732,8.23
20173734,8.08
20173745,7.65
20173750,8.0
20173804,8.59
20173805,
20173806,7.16
20173826,4.74
20173833,
20173835,
20173838,
20173865,4.52
20173881,9.0
20173882,6.48
20173903,3.81
20173923,6.94
20173929,7.81
20173931,7.39
20173932,8.39
20173942,7.26
20173945,8.93
20173947,0.0
20173961,7.79
20173962,8.81
20173965,
20173991,6.68
20173993,7.83
20173995,6.71
20174008,4.49
20174010,6.98
20174023,8.16
20174042,8.9
20174061,8.67
20174062,
20174063,
20174064,
20174065,
20174073,8.82
20174081,
20174103,7.1
20174142,9.37
20174164,8.43
20174165,9.34
20174182,7.5
20174186,8.26
20174187,2.71
20174198,
20174199,
20174203,
20174222,6.82
20174225,4.51
20174241,9.1
20174243,8.92
20174244,9.38
20174261,8.78
20174264,8.83
20174265,6.74
20174281,6.32
20174282,
20174283,8.74
20174284,7.25
20174301,6.1
20174323,7.98
20174324,
20174325,
20174331,3.89
20174341,
20174348,
20174349,
20174369,7.66
20174371,4.57
20174403,
20174404,
20174423,7.75
20174424,
20174426,6.98
20174442,7.36
20174461,7.35
20174468,
20174471,6.57
20174472,7.38
20174482,3.08
20174501,
20174561,8.85
20174562,5.0
20174581,7.11
20174583,
20174585,7.08
20174589,4.83
20174601,7.72
20174602,8.91
20174603,6.7
20174621,
20174622,
20174641,6.9
20174642,8.6
20174643,4.66
20174644,
20174645,6.57
20174647,8.31
20174663,7.93
20174684,5.5
20174701,6.44
20174702,
20174703,
20174721,
20174741,6.73
20174742,6.48
20174743,4.0
20174761,6.3
20174762,
20174769,
20174773,
20174774,
20174775,
20174778,9.18
20174782,
20174784,
20174787,
20174788,
20174794,
20174797,
20174801,9.17
20174803,7.52
20174810,
20174812,
20174813,
20174815,
20174816,
20174821,
20174833,
20174841,6.49
20174846,9.17
20174863,6.33
20174882,7.01
20174902,7.32
20174921,5.5
20174961,7.48
20174962,7.45
20174964,8.21
20174965,8.85
20174967,
20174981,
20174983,
20175021,5.7
20175022,7.52
20175023,
20175042,4.38
20175046,8.88
20175047,9.09
20175054,7.85
20175058,8.17
20175085,
20175102,8.43
20175121,
20175122,
20175142,9.14
20175143,8.09
20175184,6.75
20175204,7.65
20175208,9.27
20175215,8.33
20175217,
20175221,6.97
20175222,8.39
20175223,8.83
20175242,
20175243,
20175244,
20175245,8.43
20175262,8.26
20175263,7.69
20175279,
20175288,7.05
20175303,7.71
20175362,6.22
20175423,5.81
20175441,8.73
20175461,7.2
20175481,
20175484,
20175485,
20175486,
20175501,5.5
20175502,5.54
20175504,4.08
20175521,3.67
20175522,8.5
20175527,5.79
20175547,8.37
20175581,8.43
20175587,8.57
20175601,9.07
20175604,8.96
20175611,
20175625,
20175662,7.76
20175702,5.22
20175721,8.86
20175722,
20175724,10.0
20175775,8.08
20175810,
20175811,8.16
20175821,10.0
20175830,4.44
20175834,
20175841,
20175865,
20175867,
20175885,
20175903,8.57
20175922,
20175926,
20175930,9.19
20175942,7.42
20175943,8.37
20175962,8.73
20175981,5.66
20175982,5.43
20176006,
20176017,
20176022,8.89
20176025,7.44
20176041,9.35
20176042,
20176043,
20176044,
20176049,8.32
20176051,7.24
20176052,
20176053,8.81
20176061,
20176062,
20176063,
20176067,8.68
20176069,7.14
20176070,8.59
20176071,9.01
20176082,8.31
20176083,8.45
20176101,6.34
20176102,6.45
20176104,8.91
20176106,
20176121,
20176122,8.0
20176141,7.49
20176161,7.69
20176167,5.5
20176169,7.28
20176201,7.03
20176206,9.0
20176231,7.33
20176232,9.4
20176251,8.19
20176345,
20176365,
20176367,
20176421,
20176422,8.46
20176511,6.03
20176513,7.51
20176514,6.64
20176561,8.2
20176562,7.69
20176581,5.7
20176603,7.67
20176624,7.0
20176666,4.28
20176679,
20176682,
20176683,
20176712,8.0
20176715,9.06
20176717,9.11
20176741,8.71
20176742,6.71
20176743,7.0
20176761,8.13
20176764,8.43
20176765,6.0
20176766,
20176767,
20176769,
20176781,
20176783,5.43
20176784,7.8
20176785,8.43
20176802,
20176803,
20176807,
20176814,6.24
20176821,
20176823,
20176825,
20176848,
20176849,
20176901,
20176917,8.29
20176947,9.44
20176961,7.94
20176962,5.15
20176963,6.89
20176971,5.5
20176983,9.14
20177005,4.9
20177041,8.13
20177063,
20177081,
20177086,8.01
20177095,
20177101,8.18
20177103,4.78
20177104,8.88
20177105,
20177106,
20177144,9.0
20177181,7.24
20177202,7.88
20177203,
20177207,
20177221,
20177223,8.33
20177227,
20177245,5.36
20177266,6.57
20177281,0.0
20177308,7.37
20177341,8.31
20177342,8.17
20177347,8.61
20177351,4.36
20177361,
20177365,
20177461,
20177468,4.99
20177473,8.92
20177475,
20177478,8.95
20177479,8.15
20177480,
20177486,
20177487,
20177488,
20177489,
20177490,
20177491,
20177501,
20177523,
20177524,
20177525,
20177527,
20177528,
20177531,
20177532,0.0
20177533,
20177534,6.87
20177537,
20177538,
20177541,
20177543,
20177544,
20177545,
20177546,
20177547,
20177548,
20177549,
20177550,
20177552,8.16
20177601,
20177602,6.79
20177681,
20177701,7.14
20177750,5.62
20177761,7.73
20177784,
20177785,
20177801,
20177803,
20177845,8.1
20177915,7.07
20177925,8.18
20177926,7.0
20177929,6.15
20177934,5.36
20177945,1.0
20177946,8.32
20177950,8.08
20177962,7.87
20177963,
20177965,6.72
20177981,5.89
20177983,8.83
20178061,
20178101,
20178121,6.77
20178126,6.84
20178141,4.02
20178143,6.13
20178161,8.41
20178180,
20178181,
20178184,10.0
20178190,4.75
20178203,10.0
20178221,6.81
20178228,9.14
20178230,8.11
20178237,
20178242,0.0
20178295,7.8
20178321,8.62
20178345,
20178348,
20178395,
20178403,
20178421,
20178424,8.46
20178443,3.4
20178444,9.43
20178448,1.0
20178449,8.84
20178461,8.94
20178469,7.96
20178490,9.27
20178521,5.32
20178522,
20178543,
20178561,
20178581,8.01
20178582,6.5
20178603,
20178641,8.87
20178642,
20178646,6.61
20178647,9.27
20178666,9.07
20178669,4.61
20178672,
20178703,
20178706,
20178721,3.0
20178762,7.9
20178781,6.99
20178801,8.94
20178808,4.6
20178825,6.17
20178843,6.33
20178863,6.0
20178881,6.47
20178887,
20178921,
20178922,3.66
20178941,8.07
20178942,7.46
20178964,3.27
20178970,0.0
20178982,8.09
20179001,
20179002,4.5
20179006,4.26
20179039,
20179044,
20179047,
20179068,5.0
20179069,
20179085,8.84
20179086,8.01
20179101,6.84
20179106,7.35
20179123,8.07
20179130,9.14
20179162,
20179163,7.6
20179165,
20179186,
20179187,
20179189,8.32
20179205,6.63
20179207,
20179226,8.45
20179228,9.36
20179230,6.07
20179245,
20179263,7.42
20179281,8.2
20179286,8.72
20179302,
20179303,
20179304,
20179323,3.75
20179344,8.78
20179382,8.13
20179383,7.53
20179407,6.78
20179421,8.22
20179425,6.74
20179442,5.66
20179462,9.38
20179481,7.57
20179491,
20179521,
20179561,
20179562,6.47
20179569,7.49
20179570,5.37
20179603,5.43
20179604,4.93
20179622,8.03
20179662,7.17
20179694,3.48
20179696,9.01
20179731,7.33
20179732,
20179807,
20179809,
20179826,5.42
20179829,1.0
20179862,6.14
20179887,
20179888,
20179889,
20179901,7.92
20179928,0.0
20179936,8.73
20179942,
20179961,
20179982,
20179983,
20179984,
20179985,9.26
20180021,
20180043,
20180047,
20180063,6.86
20180082,7.5
20180085,0.0
20180113,6.67
20180127,6.46
20180141,
20180142,
20180163,8.44
20180167,5.33
20180225,6.5
20180261,8.9
20180281,
20180282,5.09
20180290,8.35
20180302,7.39
20180321,7.88
20180325,
20180329,
20180333,
20180341,8.56
20180342,
20180352,
20180353,
20180367,
20180374,
20180401,7.68
20180441,
20180481,
20180522,
20180523,
20180542,7.96
20180564,6.47
20180610,
20180622,4.95
20180624,6.61
20180628,7.06
20180664,8.1
20180671,8.91
20180695,
20180721,6.85
20180761,
20180770,
20180782,0.0
20180789,7.85
20180791,1.0
20180801,8.33
20180803,6.63
20180804,6.42
20180824,6.67
20180869,8.31
20180872,
20180874,
20180875,
20180876,
20180882,
20180901,7.47
20180927,
20180929,7.41
20180931,8.39
20180943,8.46
20180947,3.0
20180986,4.0
20180987,6.29
20181001,7.0
20181026,8.42
20181082,
20181084,8.58
20181086,6.87
20181094,8.56
20181103,7.89
20181142,7.81
20181161,5.77
20181163,7.6
20181168,9.5
20181169,9.8
20181170,6.47
20181171,9.18
20181181,9.12
20181191,
20181197,
20181199,10.0
20181222,
20181262,5.08
20181301,0.0
20181310,8.24
20181318,7.25
20181363,
20181365,7.94
20181366,7.6
20181367,9.38
20181404,6.08
20181443,7.65
20181462,
20181466,5.5
20181481,4.22
20181502,
20181561,
20181562,
20181563,
20181570,5.58
20181572,0.0
20181579,6.92
20181581,1.0
20181602,
20181603,8.43
20181621,7.02
20181669,
20181722,5.5
20181723,
20181741,
20181762,3.21
20181764,8.33
20181783,7.83
20181788,
20181792,4.0
20181796,8.5
20181803,8.23
20181807,9.06
20181821,8.34
20181823,8.62
20181841,
20181876,
20181879,9.26
20181905,6.71
20181910,7.27
20181942,8.97
20181962,
20181984,8.0
20181988,8.33
20182001,8.44
20182021,9.42
20182043,5.0
20182045,
20182046,
20182049,
20182064,8.25
20182065,8.21
20182068,7.0
20182081,1.0
20182082,7.81
20182121,9.2
20182144,0.0
20182221,8.83
20182250,
20182279,5.88
20182321,
20182322,
20182323,3.65
20182326,7.0
20182327,9.33
20182351,0.0
20182352,8.96
20182358,4.0
20182359,4.8
20182360,7.86
20182382,5.0
20182385,6.73
20182386,
20182403,
20182404,0.0
20182421,
20182444,8.0
20182445,0.0
20182466,7.03
20182494,8.64
20182495,6.33
20182497,
20182524,
20182561,9.44
20182563,
20182564,
20182565,
20182582,6.83
20182583,6.29
20182586,6.4
20182588,6.05
20182605,
20182648,5.0
20182669,8.82
20182670,8.23
20182672,6.3
20182693,7.43
20182701,
20182721,
20182723,
20182729,7.54
20182745,
20182748,6.57
20182753,0.0
20182773,9.05
20182781,7.0
20182841,7.45
20182884,
20182885,
20182886,
20182922,
20182926,
20182928,
20182929,
20182930,
20182931,
20182932,
20182935,8.77
20182961,
20182964,
20182966,4.54
20182967,8.06
20182981,4.75
20182982,
20182984,
20182985,7.71
20182986,9.29
20182989,9.0
20182990,7.53
20183007,7.92
20183009,6.23
20183043,8.88
20183050,9.32
20183063,7.55
20183072,8.0
20183073,9.54
20183074,3.0
20183083,6.75
20183084,8.83
20183089,6.5
20183090,
20183091,0.0
20183092,0.0
20183093,6.0
20183094,0.0
20183095,
20183103,
20183122,0.0
20183123,6.93
20183124,10.0
20183126,9.0
20183127,10.0
20183128,0.0
20183129,8.0
20183133,7.18
20183144,8.79
20183147,10.0
20183161,
20183162,
20183181,
20183195,7.98
20183201,3.59
20183207,4.33
20183210,8.2
20183220,1.0
20183238,9.22
20183253,8.81
20183266,0.0
20183282,
20183283,
20183286,
20183288,
20183291,
20183293,
20183306,8.24
20183307,
20183321,7.16
20183324,7.68
20183342,0.0
20183343,7.73
20183344,9.33
20183345,8.26
20183358,8.5
20183361,9.23
20183374,
20183375,8.98
20183381,8.22
20183383,0.0
20183384,8.11
20183386,9.49
20183387,
20183390,7.88
20183401,8.4
20183405,10.0
20183423,6.48
20183424,
20183479,
20183492,5.0
20183495,5.84
20183502,6.05
20183504,
20183505,8.26
20183541,9.67
20183564,3.78
20183567,
20183573,7.0
20183578,
20183581,7.84
20183584,5.88
20183585,
20183605,7.03
20183634,
20183635,0.0
20183636,
20183637,0.0
20183638,10.0
20183645,6.0
20183648,2.5
20183650,9.01
20183665,
20183666,
20183668,10.0
20183681,5.0
20183683,8.0
20183685,6.54
20183729,
20183741,6.53
20183745,7.74
20183746,2.53
20183747,8.17
20183761,9.88
20183781,
20183785,9.15
20183787,7.96
20183801,7.17
20183802,2.5
20183805,5.67
20183812,
20183816,7.6
20183845,8.54
20183862,0.0
20183915,9.16
20183922,
20183923,
20183925,8.85
20184053,9.27
20184081,4.45
20184083,
20184084,5.78
20184091,9.07
20184101,6.39
20184105,9.07
20184106,8.57
20184124,
20184125,
20184132,
20184148,
20184150,
20184153,
20184155,
20184187,5.57
20184205,
20184241,4.38
20184261,8.06
20184276,8.14
20184304,0.0
20184326,0.0
20184330,0.0
20184381,10.0
20184383,7.7
20184423,1.0
20184425,3.8
20184427,7.0
20184443,7.0
20184461,9.67
20184476,8.42
20184477,
20184478,
20184481,7.55
20184512,5.8
20184513,7.97
20184514,
20184529,
20184531,9.08
20184537,
20184541,10.0
20184574,9.62
20184578,6.4
20184586,4.0
20184642,9.58
20184661,7.5
20184664,0.0
20184668,8.21
20184669,
20184670,5.0
20184678,5.4
20184689,
20184697,10.0
20184699,8.9
20184721,
20184723,10.0
20184762,8.93
20184773,
20184777,
20184782,9.1
20184801,
20184802,8.59
20184803,8.75
20184806,9.21
20184821,9.15
20184842,
20184845,
20184897,10.0
20184903,7.63
20184904,5.0
20184962,4.96
20184981,4.45
20185001,7.02
20185044,
20185046,8.91
20185081,8.62
20185101,0.0
20185105,
20185121,
20185222,
20185242,
20185243,
20185244,
20185245,
20185246,
20185261,
20185262,
20185263,
20185264,
20185265,
20185266,
20185267,
20185268,
20185275,
20185321,
20185341,8.19
20185350,9.13
20185401,7.73
20185482,
20185484,8.5
20185485,9.42
20185521,7.36
20185582,
20185599,
20185621,
